Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
12/05/1972,15:05,"Beni Sueif, Egypt",EgyptAir,,Training,Boeing 707-336C,SU-AOW,19845/809,6,6,0,Crashed after the No. 4 engine separated from the plane.
12/05/1972,,"Myrtle Beach, South Carolina",Military - U.S. Air Force,,,Lockheed C-130E Hercules,64-0558,4059,12,12,0,"During a training exercise a  F-102A  jet fighter collided with the C-130, causing both planes to crash."
12/06/1972,,"Near  LaRandall, Quebe,Canada",Superior Airways,,,Douglas C-47B-15-DK,CF-AUQ,15281/26726,3,3,0,"The aircraft entered a spiral, while the captain tried to remove ice from the windscreen with a scraper. This caused a violent correction which led to a high speed stall. The DC-3 crashed  12 miles south of LaRandall in a nose and wing down attitude."
12/08/1972,,"Near Rawalpindi, Pakistan",Pakistan International Airlines,631,Gilgit - Rawalpindi,Fokker F-27 Friendship 400,AP-AUS,10314,26,26,0,Crashed into hilly area in poor weather conditions.
02/12/1973,19:15,"Walla Walla, Washington",Red Carpet Flying Service - Air Taxi,,"Spokan, WA - Walla Walla, WA",Cessna 320E,N3483Q,,4,4,0,Pilot not advised of weather by approach control. Weather conditions below minima.
12/08/1972,14:28,"Chicago, Midway Airport, Illinois",United Air Lines,553,Washington - Chicago,Boeing B-737-222,N9031U,19069/75,61,43,2,"The aircraft crashed while making a nonprecision instrument approach to Runway 31L. The accident occurred in a residential area approximately 1.5 miles southeast of the approach end of Runway 31L. Upon reaching mimimum descent altitude, the pilot raised the nose of the aircraft to stop the descent. The stall warning horn sounded and continued to sound until the plane crashed 17 seconds later. The aircraft was destroyed by impact and subsequent fire. The captain's failure to exercise positive flight management during the execution of a non-precision approach, which culminated in a critical deterioration of airspeed resulting in a stall from which level flight could no longer be maintained. U.S. Representative from Illinois George Collins killed. Wife of  Watergates E. Howard Hunt, Dorothy Hunt, also killed."
12/15/1972,11:46,"Detroit, Michigan",Zantop Airways,,"Detroit, MI - Lexington, KY",Learjet 23,N20M,23-094,2,2,1,The positioning flight failed to climb after takeoff and crashed into a fuel storage tank.
12/20/1972,18:00,"Chicago, Illinois",Delta Air Lines/ North Central Airlines,954/575,Tampa - Chicago / Chicago - Madison,Convair CV-880 / McDonnell DC-9-31,N8897E/N954N,22-00-29 / 47159/231,133,10,0,"The Delta Convair, taxing across Runway 27L, after landing in heavy fog, was hit by the North Central DC-9 as it took off, shearing off its tail. The DC-9 came crashing back down on the runway and caught fire. Ten people out of 45 aboard the DC-9 were killed. None of the 88 aboard the Convair were killed. The ATC gave ambiguous instructions to the Delta crew, did not use all available information to determine the location of the CV-880 and the CV-880 crew did not request clarification of the controller's instructions."
12/21/1972,,"Near Pakse, Laos",Military - U.S. Air Force,,,Lockheed AC-130A Hercules,56-0490,3098,16,14,0,Shot down by enemy fire. Fuel began to leak and an explosion tore off the left wing. Two crew members parachuted to safety.
12/21/1972,,"Off St. Maarten off, Netherlands Antilles",Air Guadeloupe,,Guadeloupe - St. Maarten,de Havilland Canada DHC-6 Twin Otter 300,F-OGFE,258,13,13,0,Crashed on approach into the sea.
12/23/1972,,"Skaugum, Norway",Braathens,,Alesund - Oslo,Fokker F-28 Fellowship 1000,LN-SUY,11011,45,40,0,Hit high ground while on approach to Fornebu Airport in Oslo. Pilot error.
12/29/1972,23:42,"Everglades National Park, Florida",Eastern Air Lines,401,New York City - Miami,Lockheed L-1011 TriStar1,N310EA,1011,176,103,0,"The crew was preoccupied with a landing gear problem and was trying to replace the landing gear light while on autopilot and in a holding pattern. As the captain got up to help, he inadvertently pushed on the yoke releasing the autopilot. With no ground reference and  under nighttime conditions, the aircraft gradually descended until it crashed into Everglades, 18.7 miles west-northwest of Miami . The failure of the crew to monitor the flight instruments during the final 4 minutes of flight, and to detect a descent soon enough to prevent impact with the ground. After spare parts from the L-1011 were used on other planes, apparitions of the captain, Robert Loft and flight engineer, Don Repo began to be reported by Eastern employees. The book 'The Ghost of Flight 401'and movies 'The Ghost of Flight 401' and 'Crash' are based on this accident. Three passengers and one crew member died in weeks following the accident making the total 103."
12/31/1972,19:23,"San Juan, Puerto Rico",American Express Leasing,,"San Juan, PR - Managua, Nicaragua",Douglas DC-7CF,N500AE,45130/823,5,5,0,"The flight crashed moments after taking off after losing the No. 2 engine and losing power in the No. 3 engine.  Overloaded by 4,193 lbs.  Inadequate maintenance, inspection and previous damage to the engine during a taxing accident led to the engine failures. Baseball player Roberto Clemente, 38, killed. Clemente was on a relief mission to deliver supplies for earthquake victims in Nicaragua."
01/02/1973,08:34,"Edmonton, Alberta, Canada",PacifiWestern Airlines,,Toronto - Edmonton,Boeing 707-321C,CF-PWZ,18826/389,5,5,0,"Landing in poor visibility, turbulence and snow, the cargo plane came in for a landing at a high sink rate. The captain took over the controls to try to arrest the sink rate but the plane crashed into trees, a powerline and finally into a ridge short of the runway. The plane broke in two and was destroyed by fire."
01/19/1973,14:31,"Near Glasgow, England",British European Airways,,Test flight,Vickers 802 Viscount,G-AOHI,158,4,4,0,Crashed into Ben More mountain. The pilot did not maintain a safe altitude and gave insufficient attention to navigation when flying VFR into an area of snow covered high ground in marginal weather conditions.
01/22/1973,01:00,"Perm, Russia",Aeroflot,,,Antonov An-24B,CCCP-46276,77303609,44,44,0,The plane went into a spiral dive. As the crew tried to pull the plane out it broke up due to excesss g loads. Four survived the crash as the plane landed in a blanket of snow but succumbed to the cold before they could be rescued.
01/22/1973,09:30,"Kano, Nigeria",Alia Royal Jordanian Airlines,,Jeddah - Lagos,Boeing B-707-3D3C,JY-ADO,20494/850,202,176,0,The landing gear collapsed after hitting a depression in the runway while landing. The aircraft ran off the side of the runway and caught fire.
01/27/1973,13:00,"Townsend, Tennessee",Air Transit - Air Taxi,,"Knoxville, TN - Andrews, NC",Cessna 182B,N7295E,,4,3,0,Collided with trees in fog and low ceiling. Continued VFR flight into adverse weather conditions.
01/27/1973,,"Near Tegucigalpa, Honduras",TAN,,,Douglas DC-6A,HR-TNO,45476/977,3,3,0,
01/29/1973,,"Near Kyrenia, Cyprus",Air Sinai,,Cairo - Nicosia,Ilyushin IL-18D,SU-AOY,188011101,37,37,0,Crashed into the Kyrenia Mountains while on approach.
01/31/1973,12:20,"Kasigluk, Alaska",Harry Faulkner - Air Taxi,,"Bethel, AK - Chevak, AK",Cessna 180H,N9929V,,2,2,0,Crashed while en route in poor visibility and blowing snow. Continued VFR flight into adverse weather conditions. Inoperative gyro.
02/19/1973,10:06,"Prague, Czechoslovakia",Aeroflot,,Moscow - Praha,Tupolev TU-154,CCCP-85023,023,100,66,0,The plane struck the ground short of the runway while landing. Possible windshear or jammed tailplane.
02/19/1973,09:15,"Morgan City, Louisiana",Petrolium Helo Inc.,,"Oil platform - Morgan City, LA",Bell 206B,N14831,,5,5,0,"Crashed after the failure of the main rotor.  Pylon support link failed due to fatigue, causing complete failure of the main rotor."
02/21/1973,,"Cerro Horqueta, Panama",Aerovias Urraca,,David - Changuinola,Douglas DC-3,HP-560,19242,28,22,0,Flew into Cerro Horqueta Mountain.
02/21/1973,14:10,"Near Isma'iliya, Egypt",Libya Arab Airlines,114,Tripoli - Cairo,Boeing B-727-224,5A-DAH,20244/650,113,110,0,"While en route from Tripoli to Cairo, the aircraft drifted over Israeli territory due to strong tailwinds and was shot down by Israeli Phantom fighters. After being hit, a fire broke out and the crew attempted to make an emergency landing in the desert but crashed and burst into flames. Cairo approach control radar and beacon not functioning."
02/22/1973,19:00,"Londonderry, Vermont",Air Taxi,,"Mt. Empire, VT - Springfield, VT",Cessna 310J,N3149L,,2,2,0,"Hit a 2,800 ft. mountain in fog and snow while descending to land. Improper IFR operation. Misunderstood ATC instructions."
02/24/1973,,"Near Leningrad, Russia",Aeroflot,,,Ilyushin IL-18,CCCP-75712,189001804,79,79,0,The aircraft entered a spin and dove into the ground.
02/28/1973,,"Semipalatinsk, Kazakhstan",Aeroflot,,,Yakovlev YAK-40,CCCP-87602,9120118,32,32,0,Crashed on takeoff.
02/28/1973,,"Szczecin, Poland",Military - Polish Air Force,,,Antonov An-24B,012,97305702,15,15,0,Crashed while  en route. Twelve Interior Ministers of Poland and Czechoslovakia
02/28/1973,23:52,"Near Szczecin, Poland",Military - Polish Air Force,,Warsaw - Goleniow,Antonov AN-24B,012,,18,18,0,"The aircraft crashed into a forest, 1.4 miles short of the runway, while attempting to land at Goleniow Airport  in rain and poor visibility. Icing. Captain did not turn on deicing equipment."
02/28/1973,,"Near Nabire, Indonesia",Merpati Nusantara Airlines,,,de Havilland Canada DHC-6 Twin Otter 100,PK-NUC,70,13,13,0,Crashed while en route.
03/03/1973,12:45,"Moscow, Russia",Balkan Bulgarian Airlines,307,Sofia - Moscow,Ilyushin IL-18V,LZ-BEM,182005602,25,25,0,"Crashed, broke up and burst in flames while on second approach after descending below glide slope. Icing of tailplane."
03/05/1973,,"Off Funchal, Portugal",Aviaco,,,Sud Aviation SE-210 Caravelle,EC-BID,228,3,3,0,Crashed into the ocean while on approach to land.
03/05/1973,13:50,"Near Nantes, France",Lineas Aereas de Espana/Spantax SA Transportes,504/400,Palma de Mallorca - London,MD Douglas DC-9-32/Convair CV-990A,EC-BII/EC-BJC,47077/148 /30-10-22,182,68,0,Midair collision. Convair crew improperly assessed collision-course situation. Contributing factor was poor quality of radio transmissions. All sixty-eight aboard the DC-9 were killed while the Convair landed safely.
03/07/1973,,"Near Ban Hong Sa, Laos",Air America,,,Fairchild C-123,524,20185,4,4,0,
03/15/1973,,"Hyderabad, India",Indian Airlines,,Training,HAL-748-224,VT-EAU,541,3,3,0,While turning and aligning to land the right wing tip struck power lines and a tree. The aircraft then hit a house and caught fire. Multiple errors by the instructor as well as the trainees due to being under the influence of  alcohol.
03/15/1973,14:00,"Off Brunswick, Maine",Military - U.S. Navy,,,Lockheed P-3B Orion,152749,185-5189,5,5,0,Crashed into the sea.
03/19/1973,,"Ben Me Thuot, South Vietnam",Air Vietnam (South Vietnam),,Saigon - Ban Me,Douglas C-54D,XV-NUI,22174,62,62,0,Crashed after an explosion in the cargo hold.
04/10/1973,10:13,"Near Hochwald, Solothurn,  Switzerland",Invicta International Airlines (UK),,Bristol - Basel,Vickers Vanguard 952,G-AXOP,745,145,108,0,Cashed into a forest during a snowstorm. Malfunctioning navigation equipment. Navigational error by crew.
04/12/1973,15:00,"Sunnyvale, California",Military - U.S. Navy / NASA,,,Lockheed P-3C / Convair CV-990-30A-5,157332/N711NA,5547 / 1,17,16,0,"A Navy P-3C collided with a NASA research jet as it prepared to land at Moffett Naval Air Station. A ground controller mistakenly gave both planes permission to land on the same runway and the NASA plane settled on top of the P-3, 300 ft. off the ground. Both planes crashed onto a golf course. Five aboard the P-3 and 11 aboard the Convair were killed."
04/12/1973,14:50,"Moffett AFB, California",Military - U.S. Navy,,,Lockheed P-3C Orion /Convair CV-990,N711NA / 157332, / 185-5547,16,15,0,Mid-air collision while landing. Five of 6 on the Orion and eleven aboard the CV-990 killed. Failure of the crew of the NASA crew to maintain a proper lookout for the P-3 which had transmitted being on the base leg and cleared to continue to Runway 32.
04/18/1973,,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,,Bamiyan - Kabul,de Havilland Canada DHC-6 Twin Otter 100,YA-GAT,111,19,4,0,The chartered American/Canadian tour group's plane crashed on takeoff.
04/19/1973,17:04,"Davenport, Iowa",Air Iowa,,,Beech E18S,N310WA,,6,6,0,A preexisting crack in the lower wing spar cause the wing to separate in flight. Inadequate inspection and maintenance of aircraft.
05/11/1973,18:00,"Greenville, Maine",Air Taxi,,"Concord, NH - Greenville, ME",Cessna 402B,N2985Q,,4,4,0,"The aircraft hit a fog shrouded hill at 1,400 ft. after descending below minima. Improper IFR operation."
05/16/1973,10:45,"Deadhorse, Alaska",Winship Air Service - Air Taxi,,"Fairbanks, AK - Prudhoe, Alaska",Swearingen SA26T,N1214S,,5,2,0,The pilot became disoriented while attempting to  land and crashed 28nm from the airport. Improper IFR operation.
05/18/1973,,"Chita, Siberia, Russia",Aeroflot,,Moscow - Chita,Tupolev TU-104A,CCCP-42411,820303,100,100,0,The aircraft broke up at FL 300. Detonation of a bomb in the cabin being carried by a hijacker.
05/19/1973,,"Svay Rieng, Cambodia",Cambodia Air,,,Douglas C-47A,XW-TDM,10078,11,11,0,Crashed shortly after taking off after being hit by ground fire.
05/29/1973,,"Near Rimouski, Canada",Air Gaspé,,,Douglas DC-3,CF-QBB,10081,4,4,0,The plane crashed and burned after striking a tree while on final instrument approach to Rimouski.
05/31/1973,21:50,"Near New Delhi, India",Indian Airlines,,Madras - Delhi,Boeing B-737-2A8,VT-EAM,20486/279,65,48,0,The plane crashed and caught fire after hitting power lines during a landing attempt. The landing was made despite visibility below minima. Crew error.
06/01/1973,,"Sao Luis, Brazil",Cruzeiro,,Belem - Sao Luis,Sud Aviation SE-210 Caravelle VIN,PP-PDX,126/127,23,23,0,"While on a go-around the aircraft attained a nose up attitude, stalled and crashed. Loss of power in the No.1 engine at a critical stage of the landing."
06/03/1973,,"Goussainville, France",Aeroflot,,Demonstration,Tupolev TU-144,CCCP-77102,01-2,6,6,8,"During a steep climb at an airshow, the airplane was observed to level off very abruptly and then begin a dive. The plane broke apart and exploded before crashing into a residential area killing 8 people and seriously injuring 60 others. The pilot, possibly startled by a close encounter with a Mirage jet photographing the TU-144, overreacted causing a compressor stall. The aircraft then went into a dive and broke apart after the aircraft's design capacity was exceeded."
06/09/1973,,"Rio de Janeiro, Brazil",Varig,,,Boeing 707-327C,PP-VLJ,19106/502,4,2,0,The cargo plane was making an instrument approach to Runway 14 with the speed brake lever at 45 degrees and inboard spoilers deactivated when it was noted that the spoiler switch cover was open. The captain or copilot then closed the spoiler switch cover and activated the inboard spoiler causing the aircraft to pitch down. The plane descended from a height of about 70 meters and struck approach lights.
